polarity	pos	neg	neu	compound	text	username
neutro	0.0	0.0	1.0	0.0	Ecuador recibirá una donación japonesa para ofrecer alimentos a migrantes venezolanos https://gunow.co/post/Ecuador-recibira-una-donacion-japonesa-para-ofrecer-alimentos-a-migrantes-venezolanos-La-Patilla …	Gunow - Noticias Venezuela
neutro	0.0	0.0	1.0	0.0	"""#Colombia,  Ecuador  y #Perú piden apoyo ante desbordamiento de migrantes #venezolanos"	Margarita News
neutro	0.0	0.0	1.0	0.0	@Lenin hasta 40dolares ofrecieron  grupos dirigido por Rafael Correa a venezolanos para que participen en las protestas violentas del Ecuador, dichos grupos provenientes de los colectivos asesinos del régimen de Maduro. pic.twitter.com/52ItqXaX2Q	emerson alvarado
neutro	0.0	0.0	1.0	0.0	"""Ecuador pedirá visa humanitaria a venezolanos “para una migración segura y ordenada”"	El Cooperante
neutro	0.0	0.22	0.78	-0.8402	Si ese gobierno fuera bueno no estuviéran invadidos Ecuador, Colombia, Panamá, Perú y Chile de tanto venezolano... No nos llegarían todos los días las imágines de gente comiendo basura, no estuviera su inflación al 1000%... No hay más ciego que el que no quiere ver...	Gabriel Riera Izurieta
neutro	0.0	0.0	1.0	0.0	Ecuador es el tercer país en número de acogida de refugiados y migrantes venezolanos, según Unicef.	Ivan Padron
neutro	0.0	0.0	1.0	0.0	"""#26Sep Este #jueves en #Ecuador iniciará censo de inmigrantes venezolanos"	CACTUS24
neutro	0.0	0.0	1.0	0.0	"""#Mundo #Ecuador, #Perú y #Chile acordaron gestionar """"una migración segura"""" a venezolanos http://bit.ly/2Ln3dYa pic.twitter.com/w6ykZSXqf6"""	El Periodiquito
neutro	0.0	0.0	1.0	0.0	La migración venezolana, así como temas de seguridad y lucha contra la corrupción centraron en diálogo que mantuvieron este sábado el presidente de Ecuador, Lenin Moreno, y el secretario de Estado de Estados Unidos, Mike Pompeo. pic.twitter.com/Rj3E5g78Hx	RDS 91.1 FM
neutro	0.0	0.0	1.0	0.0	Ecuador: Visa a venezolanos promueve una migración segura y ordenada: http://diarioultimahoradigital.com.ve/2019/08/23/ecuador-visa-a-venezolanos-promueve-una-migracion-segura-y-ordenada/ …	Miguel Villavicencio
neutro	0.0	0.0	1.0	0.0	"""Diosdado admite:Bandidos Venezolanos desestabilizando Ecuador,El Mundo debe hacer más por sacar estos ASESINOS Dictadores que tienen la región Hecha un Infierno y Venezuela Hambrienta y los Dictadores Millonarios"	La Matahari
neutro	0.0	0.0	1.0	0.0	Se inicia la regularización de inmigrantes venezolanos en Ecuador - Terra Perú http://goo.gl/fb/W37Ps #Ecuador	Ecuador Noticias
neutro	0.0	0.0	1.0	0.0	¡LEA! Alcalde pide ayuda por aumento de migrantes venezolanos en la frontera de Colombia con Ecuador #28Ago #Venezuelahttp://bit.ly/2KTVBx8	Maduradas.com
neutro	0.0	0.0	1.0	0.0	#Futbol #Ecuador Venezolano César Farías, fuera de Cerro Porteño http://bit.ly/23CTZg5	Futbol Ecuador
neutro	0.0	0.0	1.0	0.0	"""EEUU entregará más de USD 35 MILLONES a Ecuador para atender a los  migrantes venezolanos. @Lenin Moreno  señaló que medio millón de  venezolanos han sido """"tratados como  hermanos"""" en Ecuador e insistió en  la necesidad de darles más apoyo internacional. @ComunicacionEcpic.twitter.com/NNgNyc07XK"""	Luisa Carvajal
neutro	0.0	0.0	1.0	0.0	"""Ecuador, Perú y Chile coordinan acciones frente a migración venezolana"	Globovisión
neutro	0.0	0.0	1.0	0.0	¡TERRIBLE! Denuncian que la xenofobia en Ecuador aumentó más del 70% en el 2019 (venezolanos son los más afectados) (+Video) #Venezuelahttps://maduradas.com/terrible-denuncian-la-xenofobia-ecuador-aumento-mas-del-70-2019-venezolanos-los-mas-afectados-video/ …	Maduradas.com
neutro	0.0	0.0	1.0	0.0	[ASÍ PAGA EL DIABLO] Crece rechazo a inmigrantes venezolanos en Colombia, Ecuador y Perú - https://elportal24.com/2019/09/asi-paga-el-diablo-crece-rechazo-a-inmigrantes-venezolanos-en-colombia-ecuador-y-peru/ …	ElPortal24
neutro	0.0	0.0	1.0	0.0	Delia. Maduro aprovechó la diáspora de venezolanos huyendo del caos y el hambre, para enquistar militares, agitadores y subersivos entre los inmigrantes, de esa forma esparció su nefasta política en Argentina, Bolivia, Perú, Colombia, Chile, Brasil, Ecuador y toda América Latina.	Eduardo Lara
neutro	0.0	0.0	1.0	0.0	¡SEPA! El impacto a otros países que traerá la visa humanitaria que exige Ecuador a los migrantes venezolanos http://bit.ly/2ZljBSb	Tuiteo Barquisimeto
neutro	0.0	0.0	1.0	0.0	"""A los ecuatorianos se les olvido quien era Bolívar o sera q jamas se lo enseñaron se les olvido q sangre de venezolanos escribió parte de la historia libertaria de Ecuador."	Corsario negro
neutro	0.0	0.0	1.0	0.0	Nunca e visto una banda organizada de ecuatorianos o peruanos matando y robando pero en 2 años de migración Miles de los capturados son venezolanos por algo ecuador y Perú les tocó pedirles antecedentes creo q son a los únicos de Latinoamérica a los q les piden eso x algo será..	kaosurbano
neutro	0.0	0.0	1.0	0.0	Plantón de venezolanos en Ecuador al grito de “libertad” y “fuera dictadura” - http://tinyurl.com/y925ruvn	Noticias Regionales
neutro	0.0	0.162	0.838	-0.6808	"""XENOFOBIA EN PERÚ, COLOMBIA, ECUADOR, CHILE, MAYORÍA DE VENEZOLANOS SON GENTE BUENA QUE HUYE DEL TERROR DEL HOLOCAUSTO EJECUTADO POR NARCODICTADURA CASTRO-CHAVISTA,DEJAN FAMILIA, CASA, AMIGOS, SU MUNDO ATRÁS NO LO PERSIGAS,"	Pedro León
neutro	0.0	0.0	1.0	0.0	@Baila_LaNoche largate  gay venezolano fuera de ecuador	Katazul81
neutro	0.0	0.0	1.0	0.0	La otra ola de migrantes venezolanos que llegaría a Cali por nuevo visado en Ecuador https://buff.ly/34jENHB pic.twitter.com/aYJzGOaBWz	El País Cali 📰#ElPaisPaLante
neutro	0.0	0.075	0.925	-0.296	Otra prueba de pq es inviable Colombia y se viene la reforma pensional, va a tocar seguir la migración venezolana a ecuador, Perú ojalá los políticos de mierda no la sigan	Maoto
neutro	0.0	0.217	0.783	-0.5574	Migrantes venezolanos podrán entrar a Ecuador sin visa hasta el 25 de agosto http://bit.ly/2KzSeeX pic.twitter.com/EhJ0gYIfpV	Venezuela al Dia
neutro	0.0	0.231	0.769	-0.5574	#MásLeídas 4.- #LosQueSeVan Ecuador facilitará migración de menores venezolanos sin documentos http://bit.ly/2vJuvQu pic.twitter.com/kiYzip5CTq	Contrapunto
neutro	0.0	0.121	0.879	-0.296	No basta disculpas. Deben ser expulsados a todo Venezolana/o. Los Ecuatorianos somos Respetuosos y respetables. Fuera de nuestro Ecuador.	C20
neutro	0.0	0.177	0.823	-0.6249	[Infidelidad Política] Madurismo juega a las crisis en Colombia, Ecuador y Perú, invocando xenofobia contra venezolanos. Por Javier Vivas Santana https://puntodecorte.com/madurismo-juega-a-las-crisis-en-colombia/ …pic.twitter.com/vR5UF4j7am	PuntoDeCorte
neutro	0.0	0.056	0.944	-0.296	pues no es la unica organizacion VENEZUELA...MIGRANTES POR EL MUNDO ES UNA DE LAS ORGANIZACIONES  que trabaja por los venezolanos fuera de venezuela con una vulnerabilidad enorme y sufren pasan hambre son asesinados en peru y ecuador y nadie hace nada	Evalú Pereira
neutro	0.0	0.0	1.0	0.0	Colombia pide a ONU mediar para flexibilizar normas migratorias a venezolanos. Colombia le pidió a Ecuador que revise la imposición de visa a los migrantes venezolanos. Venezolanos representan el 50% de trabajadores en empresas peruanas.	Ivan Padron
neutro	0.0	0.0	1.0	0.0	¡SEPA! El impacto a otros países que traerá la visa humanitaria que exige Ecuador a los migrantes venezolanos https://wp.me/paUDn7-1MvR pic.twitter.com/fRoP2Zs1r7	EXTRA VENEZUELA
neutro	0.0	0.059	0.941	-0.296	#Migración | Ecuador ofrece otros 32 tipos de visas a las cuales podrán acogerse los venezolanos. El costo se ubica entre 100 y 400 dólares. Se cancela con tarjetas de créditos internacionales, no aceptan venezolanas. https://pst.cr/CguoV  | Vía @victoriainojosa #Comunidad	Crónica.Uno
neutro	0.0	0.0	1.0	0.0	A RECHAZAR VENEZOLANOS A ESTA LACRA SOCIALISTA QUE APOYA A MADURO Y SON DEL MISMO BANDO Y CALAÑA TIRENLE COMO HACEMOS ACA EN ECUADOR CUANDOLO VEMOS ARAFAEL CORREA CON HUEVOS Y TOMATES PODRIDOS A RECHAZAR A ESTAS LACRAS QUE SIEMBRAN ODIO A LOS PUEBLOS Y ROBAN LA DEMOCRACIA pic.twitter.com/FqtTBmlIGK	DEMOCRACIA Y FE
neutro	0.0	0.165	0.835	-0.4871	Solo Los venezolanos estan matando ????? Por favor.. como q si en ecuador no hay delincuentes asesinos ..	Fran
neutro	0.0	0.0	1.0	0.0	Ecuador planea habilitar albergues para migrantes venezolanos http://bit.ly/2M7wkxl pic.twitter.com/ESQJVjNDu2	El Nacional
neutro	0.0	0.0	1.0	0.0	Migrantes venezolanos buscan refugio en Ecuador, mientras prófugos ecuatorianos buscan refugio en Venezuela. Paradojas de la vida.	Pedro Daza
neutro	0.0	0.0	1.0	0.0	Soy venezolano, le voy a la vinotinto.. pero quiero que gane ecuador para que brasil quede fuera.	Portu
neutro	0.0	0.0	1.0	0.0	Migrantes venezolanos se arrodillaron frente a Policía antidisturbios de Ecuador en modo de oración http://tinyurl.com/yx93wjv7	Reportalo 24
neutro	0.0	0.051	0.949	-0.296	#27ago En una entrevista ofrecida a La FM, Krüger expresó: “Los venezolanos se encontraron con la imposición de la visa para ingresar a Ecuador, lo cual dificulta su situación (…) Esta migración es de necesidad, se están pasando por sitios no autoriz… http://bit.ly/2KX1YQp pic.twitter.com/b7ZWhmDeKu	Informante_MRD
neutro	0.0	0.0	1.0	0.0	los venezolanos que emigraron a Ecuador ¿esperaban que Correa fuera capitalista como Obama? ¿EN SERIO? se dejaron engañar	яαqυє qυєνє∂σ
neutro	0.0	0.0	1.0	0.0	Colombia, Ecuador y Perú, chulean a las grandes potencias con la excusa que deben atender la diáspora venezolana. Son los países en donde más xenofobia existe hacía el venezolano.  Exigimos la sensatez y la cordura a los políticos venezolanos para que se sienten a negociar.	Moisés David Querales
neutro	0.0	0.217	0.783	-0.5574	Migrantes venezolanos podrán entrar a Ecuador sin visa hasta el 25 de agosto  http://bit.ly/2GB0lFC pic.twitter.com/azufwOZWqH	Venezuela al Dia
neutro	0.0	0.0	1.0	0.0	Ecuador publica decreto con amnistía y regulación de migración venezolana http://bit.ly/2LMjo3U	El Pitazo
neutro	0.0	0.0	1.0	0.0	"""#nosCansamos de q nos suban todo!!Mientras subsidian a migrantes @sebastianpinera"	💮Rebe💮
